img_dir_path,img_name,img_height,img_width,mask_label,polygon_points
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,168762605097_1_left.jpg,900,438,Mouth,"[(0.0, 267.42), (99.16, 166.87), (193.08, 99.58), (319.25, 39.3), (392.15, 29.49), (435.61, 42.1), (437.01, 365.93), (425.79, 406.59), (411.78, 457.06), (408.97, 552.38), (408.97, 611.26), (417.38, 660.33), (403.36, 712.2), (369.72, 762.66), (275.79, 793.5), (207.1, 811.73), (122.99, 776.68), (16.45, 692.57), (1.03, 675.75), (0.0, 376.64)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,131247372431_1_left.jpg,4160,3120,Mouth1,"[(47.03, 2034.37), (383.98, 1431.76), (863.48, 1030.01), (1336.5, 868.02), (1945.6, 868.02), (2327.91, 932.82), (2515.82, 874.5), (2762.05, 868.02), (2749.09, 1075.37), (2548.22, 1269.76), (2541.74, 1567.83), (2645.41, 1794.62), (2690.77, 1885.34), (3008.28, 1904.78), (3073.08, 1943.66), (3118.44, 3265.53), (2898.12, 3472.88), (2438.06, 3537.68), (1556.82, 3583.03), (1096.75, 3375.68), (591.33, 3122.97), (578.37, 3116.49), (286.79, 2935.06), (131.27, 2630.51)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,079739991149_1_left.jpg,4160,1920,Mouth1,"[(4.27, 1068.89), (224.58, 608.83), (477.29, 19.17), (1779.72, 19.17), (1902.84, 135.81), (1902.84, 2863.78), (1449.25, 3097.05), (924.39, 3122.97), (490.25, 2863.78), (334.7, 2526.8), (263.5, 2403.7), (49.63, 1904.78), (360.65, 1801.1), (522.65, 1412.32), (444.89, 1185.53), (153.3, 1107.77)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,477442498320_1_others.jpg,4160,1920,Mouth,"[(23.71, 576.43), (256.98, 245.96), (470.81, 103.41), (717.04, 135.81), (1073.43, 96.93), (1365.02, 187.64), (1701.96, 375.56), (1701.96, 388.52), (1805.64, 699.55), (1902.84, 1017.05), (1902.84, 2617.55), (1708.44, 2850.82), (1475.17, 2967.46), (950.31, 3019.3), (587.45, 3019.3), (88.5, 2740.67), (23.71, 2617.55)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,611691429380_1_others2.jpg,4160,3120,Mouth1,"[(610.77, 1775.18), (481.18, 1464.16), (273.83, 1094.81), (260.87, 1075.37), (92.39, 667.15), (202.55, 479.23), (209.03, 479.23), (669.09, 628.27), (1200.43, 829.14), (1770.65, 1347.52), (2217.75, 1820.54), (2619.5, 2274.12), (2619.5, 2274.12), (2677.81, 2611.07), (2677.81, 2611.07), (2276.07, 2980.42), (1997.44, 3297.93), (1997.44, 3297.93), (1621.61, 3595.99), (1621.61, 3595.99), (1116.19, 3673.75), (636.69, 3453.44), (422.86, 3110.01), (429.34, 3110.01), (338.62, 2786.03), (338.62, 2786.03), (533.02, 2209.33)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,482761552670_1_top.jpg,4160,3120,Mouth1,"[(79.43, 932.82), (59.99, 1665.03), (338.62, 2811.94), (338.62, 2811.94), (1381.86, 2993.38), (2386.22, 2922.1), (3092.52, 2604.59), (3066.6, 868.02), (2619.5, 511.63), (2172.39, 271.88), (1854.88, 116.37), (1569.78, 116.37), (1219.87, 38.61), (1219.87, 38.61), (1336.5, 375.56), (1297.63, 537.55), (1219.87, 822.66), (960.68, 978.17), (597.81, 1042.97), (351.58, 997.61)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,554217580496_1_bottom.jpg,4160,1920,Mouth,"[(30.19, 1982.54), (192.18, 2449.08), (496.73, 2630.51), (768.88, 2701.79), (1112.31, 2675.87), (1358.54, 2604.59), (1604.77, 2338.92), (1825.08, 1950.14), (1902.84, 1736.31), (1896.36, 25.65), (321.78, 32.13), (192.18, 200.6), (62.59, 654.19), (23.71, 848.58)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,011319877673_1_left.jpg,1032,774,Mouth1,"[(3.55, 522.44), (38.91, 419.56), (82.31, 274.89), (141.79, 139.86), (225.38, 16.09), (262.35, 1.62), (725.3, 8.05), (770.31, 46.63), (771.92, 440.46), (751.02, 544.95), (751.02, 544.95), (739.77, 655.86), (723.7, 781.24), (624.03, 877.69), (431.14, 877.69), (241.45, 824.65), (112.86, 718.55), (9.98, 596.38)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,653016087148_1_left.jpg,4160,1920,Mouth,"[(17.23, 2559.23), (153.3, 2662.91), (354.17, 2941.54), (762.4, 3259.05), (1183.58, 3349.76), (1481.65, 3401.6), (1896.36, 3408.08), (1896.36, 12.69), (17.23, 38.61), (23.71, 1334.56), (211.62, 1522.47), (289.38, 1762.22), (308.82, 1963.1), (198.66, 2092.69), (10.75, 2189.89)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,553591201248_1_right.jpg,1280,590,Mouth,"[(100.57, 853.42), (54.71, 785.63), (38.76, 709.86), (38.76, 606.19), (30.79, 480.58), (44.74, 291.17), (58.7, 137.65), (82.62, 89.8), (158.39, 12.04), (182.31, 4.07), (517.27, 8.06), (589.04, 73.85), (585.05, 883.32), (517.27, 925.19), (445.49, 953.1), (307.92, 959.08), (146.42, 921.2)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,144205592827_1_others.jpg,4160,1920,Mouth,"[(23.71, 744.9), (75.55, 479.23), (282.9, 116.37), (425.45, 45.09), (1507.57, 38.61), (1734.36, 252.44), (1812.12, 576.43), (1838.04, 1049.45), (1812.12, 1567.83), (1663.08, 1904.78), (1397.41, 2086.21), (684.64, 2151.01), (101.46, 1878.86), (23.71, 1522.47)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,786566069386_1_others2.jpg,2304,1812,Mouth1,"[(28.39, 118.47), (390.86, 64.64), (914.82, 297.91), (914.82, 297.91), (1363.42, 667.55), (1711.53, 1040.79), (1808.43, 1345.83), (1707.94, 1747.78), (1593.1, 2020.53), (1593.1, 2020.53), (1309.59, 2174.84), (1076.32, 2278.92), (383.68, 2293.27), (383.68, 2293.27), (28.39, 2203.55)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,257243639877_1_left.jpg,3264,2448,Mouth1,"[(11.58, 381.2), (184.45, 30.4), (1928.3, 35.48), (2141.83, 223.59), (2279.1, 538.81), (2401.12, 843.85), (2090.99, 798.1), (2090.99, 798.1), (1877.45, 793.01), (1801.19, 925.2), (1811.36, 1123.48), (1902.87, 1265.84), (2075.73, 1321.76), (2279.1, 1398.02), (2421.45, 1464.12), (2253.68, 1820.0), (2192.67, 2145.39), (2162.16, 2450.43), (2167.25, 2653.8), (2090.99, 2841.91), (1816.45, 3030.02), (1333.45, 3121.54), (886.05, 3075.78), (886.05, 3075.78), (377.64, 2821.57), (21.75, 2425.01)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,137791417388_1_left.jpg,4160,3120,Mouth1,"[(21.12, 809.7), (280.31, 239.48), (513.58, 12.69), (2042.8, 45.09), (2392.7, 453.31), (2619.5, 926.34), (2690.77, 1347.52), (2742.61, 1509.51), (1978.0, 1438.24), (1867.84, 1528.95), (1874.32, 1872.38), (2042.8, 2014.93), (2308.47, 2047.33), (2522.3, 2131.57), (2755.57, 2215.81), (2574.14, 2565.71), (2379.74, 2857.3), (2379.74, 2857.3), (2178.87, 3213.69), (2003.92, 3518.24), (1731.77, 3673.75), (850.52, 3848.7), (545.98, 3770.95), (234.95, 3583.03), (53.51, 3323.84)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,493003812808_1_others.jpg,4160,1920,Mouth,"[(10.75, 1334.56), (256.98, 1749.26), (522.65, 2034.37), (1034.55, 2157.49), (1468.69, 2034.37), (1799.16, 1768.7), (1902.84, 1438.24), (1889.88, 336.68), (1630.69, 51.57), (347.69, 38.61), (153.3, 323.72), (23.71, 556.99)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,525956350027_1_others2.jpg,4160,3120,Mouth1,"[(494.14, 1839.98), (1044.92, 997.61), (1906.72, 420.92), (2619.5, 226.52), (2762.05, 304.28), (2710.21, 602.35), (2638.93, 699.55), (2483.42, 868.02), (2075.2, 1217.93), (1816.01, 1652.07), (1816.01, 1710.39), (2198.31, 1852.94), (2483.42, 2014.93), (2677.81, 2274.12), (2723.17, 2423.16), (2593.58, 2649.95), (2334.39, 2708.27), (2379.74, 2993.38), (2327.91, 3304.41), (2172.39, 3608.95), (1699.37, 3595.99), (1168.03, 3375.68), (520.06, 2727.71), (455.26, 2241.73)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,096179443672_1_left.jpg,4160,1920,Mouth1,"[(23.71, 602.35), (438.41, 271.88), (1222.46, 77.49), (1857.48, 284.84), (1909.31, 375.56), (1915.79, 1282.72), (1663.08, 1328.08), (1578.85, 1535.43), (1624.21, 1878.86), (1902.84, 2060.29), (1818.6, 2624.03), (1676.04, 3110.01), (1676.04, 3110.01), (1449.25, 3336.8), (801.28, 3485.84), (205.1, 3194.2), (23.71, 3064.65)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,075125308486_1_left.jpg,4160,1920,Mouth1,"[(23.71, 1055.93), (23.71, 1055.93), (23.71, 12.69), (1902.84, 12.69), (1902.84, 12.69), (1889.88, 3926.46), (1663.08, 4107.89), (114.42, 4101.41), (36.67, 3926.46)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,482761552670_1_left.jpg,4160,3120,Mouth1,"[(40.55, 550.51), (40.55, 550.51), (338.62, 213.56), (999.56, 77.49), (1654.01, 32.13), (2146.47, 245.96), (2470.46, 531.07), (2548.22, 997.61), (2541.74, 1405.84), (2340.87, 1755.74), (2152.95, 1846.46), (2068.72, 2053.81), (2081.68, 2345.4), (2081.68, 2345.4), (2483.42, 2507.4), (2690.77, 2889.7), (2697.25, 2896.18), (2749.09, 3323.84), (2671.33, 3803.35), (2373.26, 4094.93), (2373.26, 4094.93), (1090.27, 4081.98), (234.95, 3855.18), (40.55, 3693.19)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,533948819040_1_others.jpg,4160,3120,Mouth1,"[(150.7, 2332.4), (228.5, 1755.8), (319.18, 1354.0), (772.77, 835.62), (785.73, 822.66), (1161.55, 770.82), (1168.03, 770.82), (1576.26, 783.78), (2010.4, 809.7), (2431.58, 1133.69), (2852.77, 1846.46), (2859.25, 1846.46), (2988.84, 2475.0), (2988.84, 2870.26), (2800.93, 3550.64), (2800.93, 3550.64), (2645.41, 4004.22), (2451.02, 4120.85), (2451.02, 4120.85), (1064.36, 4133.81), (623.73, 3868.14), (234.95, 3278.49), (131.27, 2714.75)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,717418387988_1_left.jpg,3264,2448,Mouth,"[(62.43, 1799.67), (214.95, 1906.43), (372.56, 2155.56), (530.16, 2536.86), (769.12, 2724.98), (1002.99, 2816.49), (1338.54, 2806.32), (1679.17, 2699.56), (2019.81, 2435.18), (2446.87, 2043.7), (2431.62, 172.75), (2157.08, 10.06), (357.3, 45.65), (240.37, 233.76), (194.61, 518.47), (11.59, 1011.63), (652.18, 1047.22), (779.29, 1113.31), (835.21, 1276.0), (835.21, 1494.62), (753.87, 1606.47), (525.08, 1692.9)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,079739991149_1_right.jpg,4160,1920,Mouth,"[(451.37, 2416.68), (127.38, 2001.98), (23.71, 1515.99), (101.46, 880.98), (282.9, 466.27), (509.69, 349.64), (1008.63, 356.12), (1099.35, 142.29), (1086.39, 38.61), (1215.98, 19.17), (1488.13, 356.12), (1527.01, 537.55), (1527.01, 718.98), (1663.08, 997.61), (1863.96, 1081.85), (1889.88, 1865.9), (1689.0, 2358.36), (1371.5, 2598.11), (859.6, 2578.67)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,614570318614_1_bottom.jpg,4160,1920,Mouth1,"[(179.22, 1593.75), (127.38, 855.06), (386.57, 291.32), (872.55, 155.25), (1215.98, 90.45), (1578.85, 129.33), (1876.92, 77.49), (1902.84, 2656.43), (1708.44, 2747.15), (1248.38, 2811.94), (723.52, 2721.23), (295.86, 2189.89)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,903649447051_1_bottom.jpg,1032,774,Mouth1,"[(66.24, 548.16), (59.81, 397.06), (83.92, 184.87), (119.29, 86.81), (239.85, 9.66), (648.15, 17.69), (771.92, 123.79), (771.92, 123.79), (746.2, 348.83), (717.27, 472.61), (669.04, 638.18), (604.74, 752.31), (572.59, 823.04), (479.36, 924.31), (350.76, 967.71), (231.81, 941.99), (133.75, 900.2), (133.75, 900.2), (64.63, 803.75), (64.63, 803.75), (43.73, 668.72), (64.63, 607.64)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,181561448560_1_top.jpg,4160,1920,Mouth,"[(30.19, 641.23), (269.94, 317.24), (587.45, 135.81), (866.07, 168.21), (1053.99, 284.84), (1371.5, 71.01), (1656.6, 220.04), (1889.88, 433.88), (1889.88, 1263.28), (1818.6, 1464.16), (1773.24, 1548.39), (1527.01, 1632.63), (1358.54, 1749.26), (1280.78, 1937.18), (1151.18, 2034.37), (1015.11, 2189.89), (1008.63, 2358.36), (853.12, 2364.84), (801.28, 2215.81), (684.64, 2112.13), (678.16, 2099.17), (555.05, 1872.38), (386.57, 1729.83), (140.3, 1593.8), (69.0, 1490.1), (4.27, 1366.96)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,467627772170_1_right.jpg,4160,3120,Mouth,"[(27.59, 1042.97), (306.22, 816.18), (688.53, 634.75), (1103.23, 576.43), (1543.86, 738.42), (2178.87, 537.55), (2619.5, 602.35), (2924.04, 1068.89), (3099.0, 1645.59), (3060.12, 2202.85), (3008.28, 2487.96), (2839.81, 2598.11), (2775.01, 2721.23), (2768.53, 2889.7), (2775.01, 2967.46), (2593.58, 2967.46), (2360.31, 2986.9), (2224.23, 3038.74), (2224.23, 3038.74), (2055.76, 3252.57), (2010.4, 3330.32), (1634.57, 3330.32), (1271.71, 3356.24), (882.92, 3479.36), (740.37, 3459.92), (792.21, 3181.29), (746.85, 2915.62), (461.74, 2695.31), (209.03, 2701.79), (14.64, 2811.94)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,919597887683_1_others.jpg,4160,3120,Mouth1,"[(27.59, 375.56), (396.94, 38.61), (2269.59, 64.53), (2625.98, 395.0), (2833.33, 1010.57), (2956.44, 1852.94), (2846.29, 2766.59), (2600.06, 3382.16), (2120.55, 3608.95), (1168.03, 3615.43), (623.73, 3369.2), (124.79, 2863.78), (27.6, 2215.81)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,673888755841_1_left.jpg,4160,3120,Mouth1,"[(442.3, 1626.15), (701.49, 556.99), (1394.82, 109.89), (1550.34, 12.69), (1550.34, 12.69), (2988.84, 25.65), (2988.84, 25.65), (3111.96, 226.52), (3111.96, 226.52), (2962.92, 1127.21), (2651.89, 1762.22), (2548.22, 2215.81), (2580.62, 2611.07), (2489.9, 2915.62), (1841.93, 3174.81), (1349.46, 3045.22), (701.49, 2708.27)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,418876604130_1_top.jpg,4160,3120,Mouth,"[(14.64, 1937.18), (228.47, 2371.32), (571.89, 2695.31), (895.88, 2837.86), (1381.86, 2915.62), (1945.6, 2837.86), (2282.55, 2604.59), (2502.86, 2358.36), (2645.41, 2034.37), (2813.89, 1515.99), (2930.52, 1185.53), (2943.48, 1179.05), (3111.96, 427.4), (3099.0, 12.69), (3099.0, 12.69), (1.68, 38.61)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,008449240133_1_top.jpg,3264,2448,Mouth,"[(9.55, 1966.93), (324.77, 2429.59), (629.81, 2643.12), (1143.31, 2714.3), (1692.39, 2643.12), (2104.21, 2353.33), (2368.58, 1860.17), (2439.76, 1453.44), (2429.59, 9.55), (14.64, 9.55)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,078917278216_1_bottom.png,1227,1715,Mouth,"[(35.14, 14.55), (10.49, 98.67), (6.13, 282.86), (6.13, 448.2), (19.19, 546.83), (152.62, 758.58), (315.06, 936.97), (400.63, 1041.4), (510.86, 1161.78), (677.65, 1219.79), (845.89, 1218.34), (998.18, 1209.64), (1086.65, 1167.58), (1176.57, 1077.66), (1240.39, 981.93), (1286.8, 847.05), (1363.67, 748.43), (1462.29, 604.84), (1529.01, 485.91), (1572.52, 393.09), (1582.67, 317.67), (1566.72, 188.59), (1478.2, 5.9), (1344.8, 11.6)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,504078756384_1_left.jpg,4160,1920,Mouth1,"[(0.0, 548.61), (315.3, 278.36), (749.44, 90.45), (1144.7, 77.49), (1779.72, 122.85), (1896.36, 142.29), (1889.88, 2293.56), (1889.88, 2293.56), (1799.16, 2429.64), (1578.85, 2701.79), (1131.74, 2870.26), (723.52, 2857.3), (723.52, 2857.3), (153.3, 2734.19), (23.71, 2656.43), (0.0, 730.23)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,013094869202_1_right.png,1462,1494,Mouth,"[(193.9, 38.1), (66.05, 76.08), (138.63, 159.03), (282.07, 318.01), (351.19, 478.73), (321.82, 632.53), (204.3, 717.21), (123.08, 725.85), (14.21, 703.39), (36.67, 791.52), (85.06, 852.01), (53.96, 983.35), (40.13, 1100.86), (36.67, 1130.24), (193.93, 1118.14), (259.6, 1128.51), (344.28, 1173.44), (392.67, 1249.48), (409.95, 1341.07), (397.85, 1408.47), (332.97, 1462.0), (446.39, 1462.0), (677.81, 1455.13), (862.72, 1328.97), (1063.19, 1149.25), (1253.28, 997.17), (1438.19, 845.1), (1441.65, 705.12), (1417.45, 578.96), (1367.34, 426.89), (1272.29, 278.27), (1094.3, 126.2), (978.5, 48.4)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,554217580496_1_top.jpg,4160,1920,Mouth,"[(23.71, 1371.5), (166.26, 1637.17), (444.89, 1747.32), (535.61, 1902.84), (561.53, 2110.19), (717.04, 2233.3), (788.32, 2408.26), (1228.94, 2408.26), (1228.94, 2187.94), (1319.66, 2136.11), (1539.97, 2071.31), (1591.81, 2064.83), (1565.89, 1825.08), (1689.0, 1747.32), (1863.96, 1695.48), (1896.36, 1695.48), (1889.88, 23.71), (17.23, 30.19)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,130210764339_1_top.jpg,4160,1920,Mouth,"[(10.75, 323.72), (256.98, 116.37), (509.69, 25.65), (820.72, 90.45), (1319.66, 38.61), (1624.21, 349.64), (1889.88, 654.19), (1896.36, 1386.4), (1708.44, 1645.59), (1572.37, 1852.94), (1475.17, 1846.46), (1358.54, 2073.25), (1254.86, 2157.49), (1060.47, 2086.21), (853.12, 2086.21), (730.0, 2215.81), (645.76, 2293.56), (522.65, 2112.13), (237.54, 2008.45), (127.38, 2060.29), (23.71, 1885.34)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,704947467447_1_left.jpg,3264,2448,Mouth,"[(82.76, 1748.83), (255.62, 752.34), (596.26, 152.42), (733.53, 15.14), (2441.79, 20.23), (2431.62, 1413.27), (2258.76, 1352.27), (2172.33, 1337.01), (2075.73, 1377.69), (1974.05, 1453.95), (1943.55, 1596.3), (1943.55, 1728.49), (2040.15, 1906.43), (2218.09, 2048.79), (2319.77, 2084.38), (2075.73, 2694.47), (2035.06, 3030.02), (1913.04, 3253.72), (570.84, 3218.13), (153.94, 2155.56)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,117914854749_1_left.jpg,4160,3120,Mouth,"[(1867.84, 12.69), (1867.84, 12.69), (2127.03, 453.31), (2276.07, 842.1), (2340.87, 1062.41), (2152.95, 1017.05), (2029.84, 1062.41), (1900.24, 1198.49), (1893.76, 1457.68), (1971.52, 1684.47), (2256.63, 1846.46), (2295.51, 1911.26), (2094.64, 2267.65), (1997.44, 2604.59), (1900.24, 2889.7), (1666.97, 3116.49), (1284.67, 3362.72), (882.92, 3375.68), (27.6, 3084.09), (27.6, 12.69)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set5/,786566069386_1_left.jpg,2148,1493,Mouth1,"[(18.83, 87.08), (22.18, 2117.98), (1136.33, 2134.71), (1306.96, 2071.14), (1306.96, 2071.14), (1424.06, 1823.55), (1450.83, 1415.37), (1487.63, 167.38), (1363.84, 36.9), (1363.84, 36.9), (169.39, 20.17), (82.4, 60.3)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,524926366560_1_others.jpg,4160,1920,Mouth,"[(10.75, 2306.52), (198.66, 2552.75), (568.01, 2708.27), (1151.18, 2656.43), (1559.41, 2591.63), (1902.84, 2222.29), (1889.88, 330.2), (1643.65, 38.61), (406.01, 32.13), (250.5, 142.29), (120.9, 388.52), (23.71, 550.51)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set6/,037550143299_1_left.jpg,4160,1920,Mouth,"[(10.75, 2449.08), (380.09, 2708.27), (697.6, 2915.62), (1125.26, 3084.09), (1462.21, 2922.1), (1682.52, 2604.59), (1682.52, 2189.89), (1695.48, 1904.78), (1695.48, 1904.78), (1475.17, 1736.31), (1423.33, 1503.03), (1436.29, 1230.88), (1436.29, 1230.88), (1565.89, 1127.21), (1753.8, 1179.05), (1792.68, 1088.33), (1857.48, 647.71), (1812.12, 194.12), (1812.12, 194.12), (1727.88, 38.61), (17.23, 32.13)]"
/ssd_scratch/cvit/chocolite/OPMDData/Set11/,008555372316_1_left.png,940,701,Mouth,"[(12.32, 651.68), (39.2, 811.04), (62.24, 933.92), (136.41, 940.0), (348.2, 936.2), (404.0, 937.8), (661.3, 928.2), (699.1, 885.0), (699.1, 857.5), (695.84, 647.84), (695.84, 361.76), (695.84, 215.84), (692.0, 102.56), (688.16, 21.92), (488.48, 2.72), (139.04, 6.56), (6.56, 10.4), (0.8, 302.24), (8.48, 571.04)]"
